company_name,company_location,reporting_quarter,economic_condition_tag,revenue_growth,profit_margin,stock_price_change,past_layoffs,total_employees,job_title,tech_stack,role_demand_index,department_resilience_index,tech_stack_trend_score,years_at_company,salary_range,performance_rating,department,remote_work,role_layoff_rate,industry,industry_layoff_rate,unemployment_rate,inflation_rate
Mphasis,Mumbai,Q2 2024,Stable,9.1,16.81,5.78,No,34988,Data Analyst,SQL + Power BI + Excel,6.78,8.54,6.52,8,2108177,4,Analytics,Yes,1.182,Information Technology,1.22,5.74,6.18
Larsen & Toubro,Bengaluru,Q4 2025,Stable,4.93,13.09,13.35,Yes,51204,Data Analyst,SQL + Power BI + Excel,6.39,8.06,6.14,4,2579570,3,Analytics,No,2.656,Manufacturing,1.68,6.29,5.63
Wipro Limited,Pune,Q1 2024,Stable,10.2,16.24,26.2,No,228373,Project Manager,Program Planning + Risk Tracking,6.85,6.71,4.97,2,3052541,4,Management,Yes,1.859,Information Technology,1.6,6.57,5.94
HDFC Bank,Chennai,Q1 2025,Stable,13.36,22.35,21.59,Yes,167572,Engineering Manager,Cloud Delivery + Program Governance,6.89,6.79,8.62,1,5006077,5,Management,Yes,1.163,Financial Services,1.29,6.19,5.37
ICICI Bank,Pune,Q3 2025,Growth,3.5,16.41,9.61,No,122549,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,9.11,7.0,8.17,2,1885732,3,IT,No,0.991,Financial Services,1.08,5.52,5.0
Mahindra & Mahindra,Mumbai,Q3 2024,Stable,7.45,17.51,21.5,No,76177,Machine Learning Engineer,Python + TensorFlow + MLOps,9.04,8.54,9.46,3,3813932,3,Analytics,No,0.684,Manufacturing,1.09,5.94,5.02
HDFC Bank,Noida,Q1 2025,Stable,7.05,20.82,5.45,No,159874,Technical Lead,Java + Spring Boot,7.55,8.31,7.47,4,4167482,5,Engineering,Yes,0.6,Financial Services,1.19,6.22,5.18
ICICI Bank,Mumbai,Q4 2025,Growth,8.38,24.61,17.73,Yes,149522,Site Reliability Engineer,Linux + Prometheus + Grafana,8.36,8.81,7.89,4,2730699,4,Engineering,Yes,1.055,Financial Services,0.54,6.12,5.59
Deloitte India,Bengaluru,Q2 2025,Stable,8.45,20.61,16.58,No,125815,Data Scientist,Python + ML + SQL,8.5,7.64,8.14,6,3830505,4,Analytics,Yes,0.28,Consulting,0.93,5.42,4.85
Coforge,Chennai,Q3 2025,Growth,10.33,16.0,10.69,No,28653,Data Scientist,Python + NLP + Statistics,8.65,7.99,7.76,5,4506867,5,Analytics,Yes,0.01,Information Technology,0.82,5.61,5.19
Amazon Development Centre India Pvt Ltd,Kolkata,Q4 2025,Growth,14.02,9.26,15.6,No,157226,Support Engineer,Ticketing + Debugging + Scripting,6.11,7.55,4.13,8,1637483,2,IT,No,2.746,E-commerce,1.46,6.85,5.7
Mphasis,Coimbatore,Q1 2023,Recession,2.73,17.3,3.71,Yes,34596,Senior Software Engineer,Node.js + React,7.58,8.41,7.11,6,1949864,4,Engineering,Yes,1.847,Information Technology,2.54,8.45,7.23
Vodafone Idea,Bengaluru,Q1 2025,Stable,2.35,15.65,11.58,No,10194,Site Reliability Engineer,AWS + Incident Response,8.14,8.33,6.46,4,2159650,3,Engineering,No,1.932,Telecommunications,1.49,4.8,4.91
Tata Motors,Hyderabad,Q4 2023,Recession,0.66,10.35,2.76,Yes,86504,Project Manager,Program Planning + Risk Tracking,5.98,6.48,6.63,3,4584532,3,Management,No,3.812,Manufacturing,2.69,6.59,6.02
Capgemini India,Gurugram,Q1 2024,Stable,8.06,20.55,18.28,No,186220,UI/UX Designer,Figma + Design Systems,7.35,6.94,6.2,5,1784198,2,Product,No,2.617,Consulting,1.68,6.84,6.33
Persistent Systems,Chennai,Q2 2023,Recovery,7.53,17.91,22.87,No,27452,DevOps Engineer,Terraform + CI/CD + GCP,8.77,8.57,7.28,10,2536128,3,Engineering,Yes,0.742,Information Technology,1.55,7.63,6.55
IBM India,Pune,Q2 2025,Stable,10.36,18.15,15.96,Yes,155069,Senior Software Engineer,Node.js + React,8.11,8.69,7.31,4,3046842,4,Engineering,Yes,1.001,Information Technology,1.57,6.04,5.14
Amazon India,Pune,Q3 2024,Growth,10.41,12.89,6.33,No,106687,DevOps Engineer,Linux + Ansible + Observability,8.65,8.46,6.88,1,2520070,5,Engineering,Yes,0.974,E-commerce,1.38,6.06,5.4
PwC India,Hyderabad,Q1 2023,Recession,1.82,16.67,6.69,Yes,76110,Data Scientist,Python + ML + SQL,8.28,7.67,7.38,3,2525790,2,Analytics,Yes,2.296,Consulting,2.26,7.8,7.05
Capgemini India,Pune,Q3 2023,Recession,4.79,17.31,27.92,No,185958,Senior Software Engineer,.NET + Azure,7.4,8.95,6.47,1,1610305,3,Engineering,No,2.055,Consulting,2.21,7.41,6.81
Deloitte India,Mumbai,Q3 2025,Stable,7.81,20.63,27.07,No,104853,Senior Software Engineer,Java + Spring Boot,7.25,8.74,6.24,4,3198020,3,Engineering,No,1.925,Consulting,1.11,5.6,5.16
Fortis Healthcare,Chennai,Q2 2025,Recovery,5.11,17.7,3.36,No,27957,Site Reliability Engineer,Linux + Prometheus + Grafana,8.42,7.68,7.5,2,2402112,4,Engineering,No,1.119,Healthcare,1.51,5.76,4.95
Capgemini India,Hyderabad,Q2 2025,Recession,5.76,17.76,10.42,No,181041,Senior Software Engineer,Node.js + React,8.07,6.69,7.04,2,2323527,4,Engineering,Yes,1.752,Consulting,1.85,5.8,5.43
Capgemini India,Bengaluru,Q3 2024,Recovery,6.83,18.48,4.63,No,165357,Software Engineer,Python + FastAPI,7.86,8.01,7.78,5,1731301,4,Engineering,No,1.276,Consulting,1.68,5.77,4.95
Infosys,Bengaluru,Q1 2023,Recession,2.49,14.52,10.68,No,349662,Software Engineer,Node.js + React,7.83,7.72,6.97,7,1851124,4,Engineering,Yes,1.498,Information Technology,2.6,7.17,6.83
Sun Pharma,Hyderabad,Q4 2024,Growth,7.05,16.66,23.55,No,40110,Solution Architect,Cloud Architecture + Microservices,8.75,7.94,7.97,2,3218563,4,Engineering,No,0.477,Healthcare,0.54,5.45,5.66
Paytm,Chennai,Q2 2025,Recovery,8.15,20.0,17.58,No,21658,Customer Success Manager,CRM + Customer Analytics,5.97,5.45,5.97,1,1745587,4,Operations,Yes,3.043,Financial Services,1.23,5.16,4.87
Accenture India Pvt Ltd,Hyderabad,Q4 2023,Recovery,9.91,22.39,23.89,No,283015,QA Engineer,Playwright + CI Test Automation,6.44,7.24,7.12,2,2245874,4,Engineering,No,1.952,Consulting,1.82,6.89,5.96
Capgemini India,Chennai,Q1 2024,Stable,11.02,17.48,2.12,No,177023,QA Engineer,Selenium + Cypress + API Testing,6.19,8.22,7.72,4,1301828,4,Engineering,No,1.63,Consulting,1.39,6.53,5.35
Tech Mahindra Ltd.,Hyderabad,Q4 2024,Stable,9.52,20.45,9.48,Yes,150335,Sales Executive,CRM + Sales Analytics,5.88,6.52,5.24,1,1014478,3,Sales,No,3.268,Information Technology,1.07,5.59,5.3
Axis Bank,Hyderabad,Q1 2025,Recession,6.03,21.25,14.67,No,89979,Software Engineer,Node.js + React,7.66,7.31,5.92,8,2120823,4,Engineering,Yes,1.843,Financial Services,2.46,5.87,5.18
Larsen & Toubro,Mumbai,Q2 2024,Recovery,5.8,14.14,5.23,Yes,50631,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,8.76,6.72,7.85,1,2388082,5,IT,No,0.813,Manufacturing,1.69,6.15,5.63
LTIMindtree,Bengaluru,Q2 2023,Recovery,3.91,16.54,10.02,Yes,75304,Project Manager,Program Planning + Risk Tracking,6.19,5.61,5.89,1,3591359,3,Management,Yes,3.025,Information Technology,1.84,7.33,6.5
Persistent Systems,Bengaluru,Q2 2024,Recovery,8.05,16.75,14.07,Yes,26530,DevOps Engineer,Linux + Ansible + Observability,9.19,7.9,7.1,6,3018575,2,Engineering,No,2.282,Information Technology,1.64,5.75,5.49
Facebook India,Noida,Q3 2024,Stable,9.7,16.83,17.99,Yes,6794,Cloud Engineer,Azure + DevOps + IaC,8.35,8.51,7.8,5,3810574,3,Engineering,Yes,1.86,Information Technology,1.66,5.43,5.52
Infosys,Chennai,Q1 2023,Growth,7.88,15.72,20.65,No,344097,Site Reliability Engineer,AWS + Incident Response,8.25,8.06,6.74,4,2067294,4,Product,Yes,1.222,Information Technology,1.08,8.39,6.46
HDFC Bank,Noida,Q4 2025,Stable,6.31,20.84,13.24,No,176195,Sales Executive,Pipeline Automation + Prospecting Tools,6.13,5.78,5.97,2,1580599,4,Sales,Yes,2.22,Financial Services,1.35,5.85,5.94
Infosys,Chennai,Q3 2023,Recovery,9.48,20.8,19.51,No,324549,Business Analyst,SQL + Excel + Process Mapping,6.83,5.35,5.94,2,1777902,3,Management,Yes,2.314,Information Technology,2.19,7.2,6.45
Deloitte India,Noida,Q1 2024,Recovery,9.41,20.01,15.06,No,122917,Cloud Engineer,Azure + DevOps + IaC,8.8,7.69,7.85,3,1877330,3,Engineering,Yes,0.742,Consulting,1.81,7.25,5.77
Accenture India Pvt Ltd,Hyderabad,Q4 2023,Recovery,5.11,15.21,5.1,No,291433,Data Scientist,Python + NLP + Statistics,8.36,8.17,7.43,9,3232791,3,Analytics,Yes,1.371,Consulting,1.46,6.7,5.89
Infosys,Hyderabad,Q1 2025,Recession,4.98,18.5,21.67,Yes,353769,Technical Lead,Node.js + Microservices,7.63,7.56,8.19,5,3693175,3,Engineering,Yes,2.024,Information Technology,2.08,6.26,5.24
Accenture India Pvt Ltd,Pune,Q1 2024,Stable,11.23,21.67,19.69,No,282395,Software Engineer,Go + Microservices,8.08,6.69,8.29,7,2183383,4,Management,Yes,0.88,Consulting,1.11,6.21,5.63
HCL Technologies,Bengaluru,Q2 2024,Recovery,14.78,16.02,18.58,No,234061,Data Scientist,Python + NLP + Statistics,8.53,7.56,7.52,9,2729531,3,Analytics,Yes,0.455,Information Technology,2.18,5.88,5.75
Sun Pharma,Bengaluru,Q1 2024,Stable,7.67,15.7,16.76,Yes,38444,Software Engineer,Java + Spring Boot,8.13,8.6,7.72,5,1701089,4,Engineering,Yes,1.193,Healthcare,0.7,5.72,5.96
Capgemini India,Mumbai,Q1 2023,Stable,2.75,17.1,9.71,Yes,161155,Support Engineer,ITSM + Linux + SQL,5.35,7.91,6.52,2,1432575,5,IT,No,1.495,Consulting,0.79,7.7,6.5
Sun Pharma,Mumbai,Q3 2025,Stable,6.53,16.99,18.08,No,37697,Software Engineer,Node.js + React,7.61,7.91,7.17,3,1631137,3,Engineering,Yes,0.839,Healthcare,0.68,5.18,4.98
Amazon India,Mumbai,Q4 2024,Recession,10.07,14.11,19.82,Yes,126493,Support Engineer,Ticketing + Debugging + Scripting,5.55,7.17,4.91,1,1498499,4,IT,Yes,4.59,E-commerce,3.2,6.01,5.56
LTIMindtree,Bengaluru,Q4 2023,Stable,10.15,14.99,22.57,No,72819,Technical Lead,Java + Spring Boot,7.9,7.94,7.0,1,3896742,5,Engineering,Yes,0.785,Information Technology,1.3,6.86,6.23
Capgemini India,Mumbai,Q3 2024,Stable,10.12,19.27,11.81,No,178039,Technical Lead,Java + Spring Boot,7.75,8.78,6.78,4,3520960,3,Engineering,No,1.404,Consulting,0.92,5.83,5.66
Cognizant India,Pune,Q2 2024,Growth,11.89,16.97,22.52,No,241572,Technical Lead,.NET + Azure,8.08,8.03,6.94,1,2566278,4,Engineering,Yes,0.574,Information Technology,0.79,5.82,5.67
Tata Consultancy Services (TCS),Chennai,Q3 2024,Recovery,12.83,23.93,13.98,No,669974,Recruiter,ATS + LinkedIn Recruiter,5.11,5.18,5.62,5,1202595,3,HR,No,3.277,Information Technology,1.64,6.05,5.22
Cognizant India,Ahmedabad,Q1 2023,Recession,2.03,15.89,-4.28,No,241577,Support Engineer,ITSM + Linux + SQL,5.4,6.64,5.97,2,1033398,3,IT,Yes,3.855,Information Technology,2.53,7.86,7.06
Axis Bank,Chennai,Q1 2023,Recovery,4.27,20.65,10.45,Yes,95994,Site Reliability Engineer,Linux + Prometheus + Grafana,7.9,8.34,7.52,4,2527435,3,Engineering,No,1.489,Financial Services,1.59,7.31,6.93
IBM India,Pune,Q4 2023,Recovery,8.5,17.13,19.62,Yes,131283,QA Engineer,Playwright + CI Test Automation,6.07,8.32,6.82,3,1413963,3,Engineering,Yes,2.426,Information Technology,1.43,6.99,5.9
LTIMindtree,Pune,Q4 2024,Stable,8.22,17.39,20.5,Yes,89777,Data Analyst,Excel + SQL + Reporting,6.53,7.93,4.76,7,1328739,4,Analytics,Yes,1.976,Information Technology,1.21,5.66,5.08
Deloitte India,Hyderabad,Q2 2024,Stable,7.69,17.4,20.48,No,106362,DevOps Engineer,Docker + Kubernetes + AWS,8.96,8.22,8.46,6,3021970,4,Engineering,Yes,0.468,Consulting,1.13,5.99,5.9
Cognizant India,Gurugram,Q4 2023,Recovery,8.6,18.0,10.0,Yes,232431,UI/UX Designer,Figma + Design Systems,7.39,6.51,6.42,1,1453335,3,IT,No,3.116,Information Technology,2.09,6.65,6.06
Sun Pharma,Coimbatore,Q3 2025,Stable,7.16,15.23,15.29,No,33562,Support Engineer,Ticketing + Debugging + Scripting,5.37,7.61,4.45,3,1171149,4,IT,No,2.246,Healthcare,0.66,5.98,5.34
Capgemini India,Pune,Q2 2024,Stable,10.67,16.36,10.69,No,165686,HR Specialist,People Analytics + HR Operations,6.02,5.58,5.73,2,1014516,4,HR,No,2.936,Consulting,1.34,7.0,5.6
Oracle Financial Services Software Ltd.,Mumbai,Q2 2023,Recession,0.28,20.32,15.04,Yes,24230,Cloud Engineer,AWS + Terraform + Kubernetes,8.62,7.83,7.83,4,2367985,4,Engineering,Yes,0.907,Financial Services,2.29,7.51,6.81
Cognizant India,Bengaluru,Q2 2025,Stable,13.1,17.26,19.59,Yes,285691,Site Reliability Engineer,AWS + Incident Response,8.22,8.79,7.28,3,3192333,3,Engineering,Yes,1.264,Information Technology,1.11,5.2,5.24
Flipkart Internet Pvt Ltd,Mumbai,Q4 2023,Stable,13.13,15.11,21.96,Yes,46202,Technical Lead,Java + Spring Boot,7.97,8.35,7.83,13,4739619,3,Engineering,Yes,1.985,E-commerce,1.75,6.1,5.84
Tata Consultancy Services (TCS),Bengaluru,Q4 2023,Recovery,10.04,18.3,15.08,No,639716,Data Analyst,Excel + SQL + Reporting,6.14,7.24,4.89,4,2500213,3,Analytics,Yes,2.036,Information Technology,1.68,6.07,6.06
Axis Bank,Gurugram,Q2 2023,Stable,6.14,22.77,11.3,Yes,92505,Project Manager,Agile + Jira + Stakeholder Management,6.36,6.91,6.27,4,3098396,4,Management,Yes,2.187,Financial Services,0.99,7.77,7.29
Tata Motors,Chennai,Q3 2023,Recovery,3.57,11.06,10.24,No,74227,Cybersecurity Analyst,VAPT + Incident Response,8.26,7.01,7.02,2,1477197,4,IT,Yes,0.472,Manufacturing,2.19,7.12,6.17
Amazon Development Centre India Pvt Ltd,Hyderabad,Q2 2023,Recession,8.11,12.82,12.5,Yes,138918,Software Engineer,Node.js + React,7.73,7.22,7.42,3,1461889,2,Engineering,Yes,3.534,E-commerce,3.1,7.18,6.92
Netflix India,Bengaluru,Q1 2025,Stable,10.7,18.31,21.2,Yes,2765,Software Engineer,Java + Spring Boot,7.82,8.53,6.45,2,2285647,4,Engineering,Yes,1.412,Information Technology,1.38,5.41,4.78
HDFC Bank,Hyderabad,Q1 2025,Stable,7.33,20.34,16.15,No,173870,QA Engineer,Selenium + Cypress + API Testing,6.52,8.33,6.83,5,1256732,5,Engineering,Yes,1.047,Financial Services,1.12,6.28,5.31
Tech Mahindra Ltd.,Bengaluru,Q3 2023,Recession,6.51,15.89,17.14,No,145859,QA Engineer,Playwright + CI Test Automation,6.08,5.92,6.52,2,1180953,3,Sales,Yes,2.868,Information Technology,2.77,7.21,6.36
HCL Technologies,Bengaluru,Q3 2023,Recovery,9.47,18.97,16.82,No,229727,Software Engineer,Python + FastAPI,9.02,4.55,7.97,2,1763684,5,HR,Yes,0.933,Information Technology,1.72,6.6,6.45
Fortis Healthcare,Mumbai,Q4 2023,Stable,4.31,16.98,14.94,No,23676,Data Scientist,Python + ML + SQL,7.59,7.61,7.51,2,2299025,4,Analytics,Yes,1.033,Healthcare,0.95,6.65,5.88
Larsen & Toubro,Hyderabad,Q2 2025,Stable,4.58,12.13,17.78,No,51591,DevOps Engineer,Linux + Ansible + Observability,8.21,8.33,7.02,7,2979549,5,Engineering,Yes,0.299,Manufacturing,1.62,5.14,5.53
Infosys,Gurugram,Q2 2024,Stable,13.43,20.08,28.89,Yes,359260,HR Specialist,HRMS + Excel + Analytics,5.0,5.29,4.78,11,1791078,4,HR,Yes,2.718,Information Technology,1.45,6.29,5.88
Tata Consultancy Services (TCS),Bengaluru,Q1 2025,Recovery,11.81,16.31,19.15,Yes,735540,Senior Software Engineer,Java + Spring Boot,7.94,7.56,6.68,6,2588662,4,Engineering,No,1.545,Information Technology,1.54,5.33,5.2
Larsen & Toubro,Hyderabad,Q3 2025,Growth,9.9,10.49,22.8,No,50703,Senior Software Engineer,Java + Spring Boot,8.79,8.38,7.33,2,2166593,4,Engineering,No,1.62,Manufacturing,1.18,5.42,4.89
Infosys,Bengaluru,Q2 2025,Stable,11.32,20.72,23.77,No,308024,Senior Software Engineer,.NET + Azure,7.7,8.03,7.15,3,2218469,5,Engineering,Yes,0.319,Information Technology,1.3,5.09,5.32
Tata Consultancy Services (TCS),Kolkata,Q3 2023,Recovery,7.47,16.03,19.93,No,589269,Data Analyst,SQL + Power BI + Excel,7.47,7.29,5.5,1,1245839,4,Analytics,Yes,1.805,Information Technology,1.32,7.83,6.5
HDFC Bank,Noida,Q4 2024,Recession,-0.65,16.53,6.72,Yes,157384,Senior Software Engineer,.NET + Azure,7.6,7.65,7.4,2,1590809,3,Engineering,No,2.902,Financial Services,2.42,6.06,5.54
Tata Consultancy Services (TCS),Bengaluru,Q1 2023,Recession,8.54,19.77,16.74,Yes,597473,Data Scientist,PySpark + MLflow + Python,7.97,7.78,7.77,1,2749176,4,Analytics,No,1.784,Information Technology,2.37,7.63,7.2
Infosys,Chennai,Q2 2025,Stable,11.14,19.79,18.05,No,394502,Sales Executive,CRM + Sales Analytics,5.28,6.32,5.28,3,1068845,4,Sales,Yes,2.052,Information Technology,1.54,5.42,4.94
Infosys,Noida,Q2 2023,Recovery,7.23,14.67,7.3,Yes,376323,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,8.39,7.93,7.51,1,2351436,5,Analytics,No,1.41,Information Technology,2.11,7.6,6.71
Paytm,Ahmedabad,Q4 2025,Stable,9.09,19.01,22.32,Yes,18928,Sales Executive,Pipeline Automation + Prospecting Tools,5.41,5.93,6.41,2,881663,4,Sales,Yes,3.098,Financial Services,0.94,6.29,5.61
Cognizant India,Delhi,Q1 2025,Recession,6.08,15.79,13.66,Yes,250050,Senior Software Engineer,Java + Spring Boot,6.76,7.51,7.11,5,2940322,3,Engineering,Yes,2.467,Information Technology,2.43,5.82,5.23
Accenture India Pvt Ltd,Mumbai,Q4 2025,Recession,7.77,19.01,8.93,No,300936,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,8.32,6.85,8.97,3,2111757,4,IT,Yes,0.919,Consulting,2.27,5.8,5.66
Tech Mahindra Ltd.,Chennai,Q1 2024,Recession,6.06,18.22,14.49,Yes,142649,Software Engineer,Go + Microservices,7.47,7.56,7.5,3,1486855,3,Engineering,No,2.272,Information Technology,2.04,6.31,6.05
Cognizant India,Bengaluru,Q4 2023,Recovery,7.34,18.75,21.26,No,274414,Technical Lead,Node.js + Microservices,6.67,7.83,7.35,9,4761593,5,Engineering,Yes,0.68,Information Technology,2.21,6.16,5.59
Tata Consultancy Services (TCS),Hyderabad,Q3 2025,Stable,15.17,18.3,19.19,No,629070,Technical Lead,Kubernetes + AWS,7.93,7.69,8.42,4,3335603,4,Engineering,Yes,0.524,Information Technology,1.5,6.11,5.22
Cognizant India,Chennai,Q4 2024,Recovery,11.37,17.7,10.31,Yes,261289,Customer Success Manager,SaaS Onboarding + QBR Playbooks,6.28,5.27,5.85,5,2092713,5,Operations,Yes,2.842,Information Technology,1.75,5.14,5.37
EY India,Mumbai,Q1 2025,Recovery,7.42,18.75,13.56,Yes,78280,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,9.8,6.37,9.18,1,2026876,3,IT,No,1.048,Consulting,1.58,5.82,5.38
Apollo Hospitals,Bengaluru,Q1 2024,Growth,8.35,18.19,13.86,No,63136,Senior Software Engineer,Java + Spring Boot,8.68,9.24,7.21,7,2038906,2,Engineering,No,0.01,Healthcare,0.25,5.74,6.03
ICICI Bank,Ahmedabad,Q3 2025,Stable,4.41,19.38,15.97,No,141441,QA Engineer,Manual QA + Regression Testing,6.25,8.21,2.77,1,1325744,5,Engineering,No,2.621,Financial Services,0.81,5.87,5.27
Bharti Airtel,Hyderabad,Q4 2023,Growth,11.34,18.21,16.61,Yes,67636,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,8.74,6.66,8.01,6,2609859,3,IT,Yes,1.582,Telecommunications,1.06,6.62,6.12
Tata Motors,Noida,Q3 2024,Growth,7.74,12.62,11.17,No,68476,Customer Success Manager,CRM + Customer Analytics,6.3,7.43,6.18,3,1704904,4,Product,No,1.68,Manufacturing,1.63,6.63,5.6
Amazon Development Centre India Pvt Ltd,Gurugram,Q2 2024,Stable,14.16,15.22,9.34,Yes,154611,Cybersecurity Analyst,VAPT + Incident Response,8.73,7.36,7.37,3,4069523,4,IT,No,1.115,E-commerce,2.15,6.15,5.99
Mphasis,Noida,Q1 2025,Stable,8.78,14.13,26.19,No,35766,Site Reliability Engineer,Linux + Prometheus + Grafana,7.85,8.88,6.97,2,2173297,3,Engineering,No,1.264,Information Technology,1.15,6.59,5.54
Amazon Development Centre India Pvt Ltd,Hyderabad,Q1 2025,Stable,14.99,12.27,19.06,Yes,171234,Software Engineer,Node.js + React,8.26,7.82,7.0,4,2034393,3,Engineering,No,2.939,E-commerce,2.38,5.46,4.89
Wipro Limited,Bengaluru,Q4 2023,Growth,9.24,18.81,17.76,Yes,232021,Project Manager,Agile + Jira + Stakeholder Management,6.37,6.48,6.38,4,3129731,3,Management,No,2.684,Information Technology,0.47,5.88,5.89
Tech Mahindra Ltd.,Mumbai,Q2 2025,Recovery,7.0,15.44,18.6,No,172661,Technical Lead,.NET + Azure,7.21,7.87,5.54,5,4226613,4,Engineering,Yes,1.592,Information Technology,2.4,5.1,5.37
Meesho,Kolkata,Q1 2025,Growth,14.74,13.86,15.18,No,6543,Customer Success Manager,SaaS Onboarding + QBR Playbooks,6.1,6.5,5.74,3,1635391,4,Operations,Yes,3.405,E-commerce,1.45,5.91,5.44
Razorpay,Pune,Q2 2023,Growth,11.57,21.59,15.04,Yes,9885,Product Manager,Roadmapping + Jira + Experimentation,7.87,7.74,6.91,3,3913242,4,Product,No,1.004,Financial Services,0.54,7.44,6.99
IBM India,Bengaluru,Q2 2025,Growth,11.72,18.65,12.01,Yes,146032,Data Analyst,Excel + SQL + Reporting,7.2,8.19,4.28,3,1817575,2,Analytics,No,2.257,Information Technology,1.05,5.38,5.14
Infosys,Bengaluru,Q2 2025,Growth,11.41,19.76,27.74,No,285682,QA Engineer,Playwright + CI Test Automation,6.61,8.17,7.57,5,1242755,5,Engineering,Yes,0.693,Information Technology,1.27,5.18,4.52
Larsen & Toubro,Ahmedabad,Q1 2025,Stable,5.56,12.89,14.06,No,55677,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,8.66,7.67,8.9,5,1547481,3,IT,No,1.077,Manufacturing,1.27,6.58,5.0
HDFC Bank,Hyderabad,Q1 2024,Stable,4.66,18.74,16.03,No,168230,Software Engineer,Java + Spring Boot,7.54,6.36,6.5,2,1864460,4,Operations,Yes,1.015,Financial Services,0.98,6.28,6.12
HDFC Bank,Chennai,Q3 2025,Recession,1.88,23.41,8.01,No,155484,Cloud Engineer,GCP + Docker + Networking,8.27,7.66,6.97,2,2313782,3,Engineering,Yes,1.852,Financial Services,2.04,5.07,5.33
Infosys,Coimbatore,Q4 2025,Stable,11.9,21.25,12.67,No,317153,Support Engineer,ITSM + Linux + SQL,5.68,7.97,5.66,7,1226402,4,IT,Yes,1.39,Information Technology,1.13,6.99,5.32
Tata Consultancy Services (TCS),Kochi,Q3 2025,Stable,11.05,19.17,19.06,Yes,656139,QA Engineer,Manual QA + Regression Testing,5.96,8.7,3.71,1,1075473,3,Engineering,No,2.814,Information Technology,1.6,6.31,5.08
Cognizant India,Bengaluru,Q2 2024,Stable,8.25,20.68,15.36,Yes,284821,Data Analyst,SQL + Power BI + Excel,7.1,8.59,6.29,6,1787223,4,Analytics,No,1.665,Information Technology,1.28,5.61,5.77
HCL Technologies,Bengaluru,Q3 2024,Stable,7.88,17.87,20.02,No,235123,Site Reliability Engineer,Kubernetes + SRE + Observability,8.67,6.51,8.8,3,2354953,3,Management,Yes,0.751,Information Technology,1.59,5.57,5.73
Wipro Limited,Pune,Q2 2024,Recession,8.96,15.34,17.13,Yes,218253,Software Engineer,Python + FastAPI,7.79,7.31,7.15,4,2061218,5,Engineering,Yes,1.95,Information Technology,2.55,6.11,5.96
ICICI Bank,Bengaluru,Q4 2025,Stable,9.17,21.57,20.6,No,108547,Software Engineer,Go + Microservices,8.56,7.77,7.83,5,1874838,2,Engineering,No,1.069,Financial Services,1.0,5.65,5.73
Tata Consultancy Services (TCS),Bengaluru,Q4 2025,Growth,12.92,17.34,16.33,No,686938,Technical Lead,Node.js + Microservices,7.35,8.16,6.76,8,2339146,3,Engineering,Yes,1.137,Information Technology,1.07,6.02,5.45
Persistent Systems,Hyderabad,Q4 2025,Stable,9.8,18.14,10.17,Yes,25475,Software Engineer,Node.js + React,8.25,9.19,7.34,9,2160436,4,Engineering,Yes,0.714,Information Technology,1.32,5.93,5.11
Sun Pharma,Chennai,Q1 2023,Recession,2.42,15.54,6.59,Yes,34859,Data Analyst,Excel + SQL + Reporting,5.46,7.81,3.72,3,1202245,3,Analytics,No,3.711,Healthcare,1.8,8.04,6.79
Cipla,Delhi,Q1 2024,Stable,4.94,21.32,25.11,Yes,24252,Software Engineer,Node.js + React,7.97,8.65,6.36,6,1215245,3,Engineering,Yes,1.607,Healthcare,1.0,6.84,5.83
Capgemini India,Gurugram,Q3 2025,Stable,5.75,17.94,14.94,Yes,167579,Cloud Engineer,GCP + Docker + Networking,8.8,8.65,7.2,1,2937914,3,Engineering,No,1.44,Consulting,1.02,5.59,5.58
Mahindra & Mahindra,Bengaluru,Q4 2024,Stable,5.31,11.73,12.52,No,76027,Sales Executive,Pipeline Automation + Prospecting Tools,5.19,6.03,6.4,2,1550481,3,Sales,No,2.311,Manufacturing,1.32,5.55,5.59
